iter	Logloss
522	0.672961299
523	0.6729425139
524	0.672898878
525	0.6728397681
526	0.6727722004
527	0.6727437476
528	0.6726989022
529	0.6726724826
530	0.6726386798
531	0.6726092322
532	0.6725856463
533	0.6725333958
534	0.6724864398
535	0.6724608803
536	0.672418819
537	0.672378155
538	0.6723497051
539	0.6723187233
540	0.6722955728
541	0.6722600908
542	0.6722205428
543	0.6721974905
544	0.6721410299
545	0.6721148113
546	0.6720889478
547	0.6720676175
548	0.672042989
549	0.6720067427
550	0.6719605323
551	0.6719275404
552	0.6718982377
553	0.6718787475
554	0.6718480364
555	0.6718128972
556	0.6717815383
557	0.6717534824
558	0.6717274867
559	0.6716859299
560	0.671669657
561	0.6716405652
562	0.6716151942
563	0.6715905166
564	0.671546702
565	0.6715239577
566	0.6715009885
567	0.6714570824
568	0.6714092071
569	0.6713878264
570	0.6713404608
571	0.6712871777
572	0.6712581785
573	0.6712277273
574	0.6711940942
575	0.6711649162
576	0.671138788
577	0.6710938112
578	0.6710696479
579	0.6710509584
580	0.6709954908
581	0.670971458
582	0.6709198372
583	0.6709034553
584	0.6708620475
585	0.6708390053
586	0.6707994269
587	0.6707767658
588	0.6707579728
589	0.6707095595
590	0.6706760969
591	0.6706221898
592	0.6706001438
593	0.6705677817
594	0.6705458025
595	0.6705180607
596	0.6704985005
597	0.6704717758
598	0.6704329316
599	0.6704144873
600	0.6703866973
601	0.6703626163
602	0.6703449333
603	0.6703190988
604	0.6702923325
605	0.6702522987
606	0.670227015
607	0.6701921199
608	0.6701479709
609	0.6700997833
610	0.6700798591
611	0.6700392417
612	0.6699900823
613	0.6699604325
614	0.6699353791
615	0.6698859858
616	0.6698238979
617	0.6697961907
618	0.6697573199
619	0.6697186385
620	0.6696963746
621	0.6696529377
622	0.6696231975
623	0.6696054061
624	0.6695676311
625	0.6695416801
626	0.6695115138
627	0.6694700304
628	0.669439256
629	0.6694068233
630	0.6693789496
631	0.6693520521
632	0.6693234386
633	0.6693074035
634	0.6692874317
635	0.6692495832
636	0.6692229053
637	0.6691950636
638	0.6691553863
639	0.6691311616
640	0.6691109514
641	0.669080137
642	0.6690657017
643	0.6690309181
644	0.6689992417
645	0.6689563692
646	0.6689414674
647	0.6689058575
648	0.6688505434
649	0.6688068126
650	0.6687800444
651	0.6687335806
652	0.668709797
653	0.6686840656
654	0.6686589135
655	0.6686144646
656	0.6685912002
657	0.6685488949
658	0.668505552
659	0.6684885739
660	0.6684654924
661	0.6684329093
662	0.6684063365
663	0.6683857583
664	0.6683619819
665	0.6683351996
666	0.6683095321
667	0.6682774183
668	0.668252101
669	0.6682117207
670	0.6681916419
671	0.6681721624
672	0.6681380644
673	0.66810961
674	0.6680825473
675	0.6680554746
676	0.6680106703
677	0.6679852321
678	0.6679472812
679	0.6679137336
680	0.6678995257
681	0.6678822289
682	0.667839711
683	0.6678034657
684	0.667760972
685	0.6677347275
686	0.6677126089
687	0.6676767043
688	0.66765512
689	0.6676358535
690	0.6676104053
691	0.6675837383
692	0.6675393745
693	0.6674967939
694	0.6674648115
695	0.6674182034
696	0.6673968956
697	0.6673712904
698	0.6673185806
699	0.6672928762
700	0.6672619541
701	0.6672196884
702	0.6671900761
703	0.6671537099
704	0.6671363105
705	0.6671080413
706	0.6670868224
707	0.6670528995
708	0.6670139035
709	0.6669790174
710	0.6669388141
711	0.6669159982
712	0.6668879672
713	0.6668466349
714	0.6668210196
715	0.6668036904
716	0.6667791317
717	0.6667306673
718	0.6667096689
719	0.6666741029
720	0.6666505937
721	0.6666128614
722	0.6665897969
723	0.6665711393
724	0.6665487872
725	0.6665180049
726	0.6665011728
727	0.6664709945
728	0.6664480356
729	0.6664233337
730	0.6663931673
731	0.6663753356
732	0.6663464367
733	0.6663248276
734	0.6662823886
735	0.6662578353
736	0.6662406548
737	0.6661999564
738	0.6661828921
739	0.6661437479
740	0.6661115656
741	0.6660871513
742	0.6660515398
743	0.6660084892
744	0.6659797712
745	0.6659187792
746	0.6658934223
747	0.6658599881
748	0.6658243975
749	0.6657960978
750	0.6657554741
751	0.6657288124
752	0.6657055454
753	0.6656884801
754	0.6656635091
755	0.6656406788
756	0.6656096057
757	0.6655803444
758	0.6655360771
759	0.665515466
760	0.6654803735
761	0.6654672475
762	0.6654414821
763	0.6653939625
764	0.665365228
765	0.6653467387
766	0.6653199903
767	0.6652781911
768	0.6652626775
769	0.6652369134
770	0.6652042268
771	0.665174709
772	0.6651399135
773	0.6651084347
774	0.6650742973
775	0.6650569131
776	0.6650035559
777	0.6649542595
778	0.6649124453
779	0.6648949161
780	0.6648748433
781	0.6648310296
782	0.6647780759
783	0.6647497584
784	0.6647204426
785	0.6647028557
786	0.6646506576
787	0.6646101659
788	0.6645687927
789	0.6645533819
790	0.6645101288
791	0.6644403549
792	0.6643962881
793	0.6643651297
794	0.6643359734
795	0.6643043609
796	0.664269347
797	0.6642323422
798	0.6641983308
799	0.664172932
800	0.6641299559
801	0.6640944315
802	0.6640630019
803	0.6640284092
804	0.6639980189
805	0.6639747374
806	0.6639486478
807	0.6639234085
808	0.6639057043
809	0.6638807386
810	0.6638334044
811	0.6638093506
812	0.6637978501
813	0.6637720108
814	0.6637368071
815	0.6637140627
816	0.6636905828
817	0.6636707579
818	0.6636460975
819	0.6636148308
820	0.6635901138
821	0.6635525017
822	0.663520304
823	0.663487711
824	0.6634284411
825	0.6633998208
826	0.6633710764
827	0.663339475
828	0.6633126513
829	0.6633049379
830	0.6632635323
831	0.6632341501
832	0.6631967859
833	0.663163124
834	0.6631333508
835	0.663103434
836	0.663092762
837	0.6630192559
838	0.6629947555
839	0.6629489486
840	0.6629105629
841	0.6628929623
842	0.6628750656
843	0.6628414029
844	0.662798195
845	0.6627706613
846	0.6627324226
847	0.6627056817
848	0.6626671793
849	0.6626385538
850	0.6626289027
851	0.6626057531
852	0.6625942449
853	0.6625619456
854	0.6625193909
855	0.6624881669
856	0.6624724808
857	0.6624563173
858	0.6624430434
859	0.6624016643
860	0.6623770063
861	0.6623457654
862	0.6623338485
863	0.6623046582
864	0.662283151
865	0.6622521477
866	0.6622192779
867	0.6621902001
868	0.6621510107
869	0.6621351076
870	0.6620789135
871	0.6620653207
872	0.6620229159
873	0.6619754137
874	0.6619518757
875	0.6619266025
876	0.661876571
877	0.6618435711
878	0.6618191545
879	0.6617920957
880	0.6617690027
881	0.6617150324
882	0.66167848
883	0.6616560108
884	0.6616397446
885	0.6616183999
886	0.661580173
887	0.6615539131
888	0.6614897366
889	0.6614666169
890	0.6614349634
891	0.6613957804
892	0.6613647427
893	0.6613357734
894	0.6613198575
895	0.6612757712
896	0.6612668981
897	0.6612427458
898	0.661210764
899	0.6611867289
900	0.6611668005
901	0.6611476472
902	0.6611189937
903	0.6610930074
904	0.6610215473
905	0.6609812225
906	0.6609620598
907	0.6609388805
908	0.6609082342
909	0.6608723313
910	0.6608161919
911	0.6608020341
912	0.6607621672
913	0.6607467247
914	0.6607283123
915	0.6606928328
916	0.6606685063
917	0.660643232
918	0.6606315332
919	0.6606090413
920	0.6605902907
921	0.6605604325
922	0.660513823
923	0.6604670974
924	0.6604477258
925	0.6604187685
926	0.6603900403
927	0.6603433157
928	0.660302415
929	0.6602863078
930	0.6602737292
931	0.660245742
932	0.660208334
933	0.6601723022
934	0.6601529429
935	0.6601063348
936	0.6600690979
937	0.6600369868
938	0.6599967572
939	0.6599775725
940	0.6599465239
941	0.6599356803
942	0.6599022094
943	0.6598740028
944	0.6598523914
945	0.6598418192
946	0.6598206264
947	0.6597901456
948	0.6597543095
949	0.6597130749
950	0.6596883127
951	0.6596729761
952	0.6596095407
953	0.6595845195
954	0.6595725113
955	0.6595362366
956	0.659509347
957	0.6594744178
958	0.6594406309
959	0.6594207423
960	0.6593946423
961	0.6593639694
962	0.6593452063
963	0.6593108529
964	0.6592806895
965	0.6592479097
966	0.6592289721
967	0.6592077219
968	0.6591882119
969	0.6591507247
970	0.6591164369
971	0.6590914639
972	0.659044293
973	0.6590207513
974	0.6590044413
975	0.658982411
976	0.6589469987
977	0.6589347983
978	0.6589177115
979	0.6589003975
980	0.658886933
981	0.6588656394
982	0.6588245034
983	0.6588125548
984	0.658783333
985	0.6587471249
986	0.6587052235
987	0.6586970487
988	0.6586893505
989	0.6586486557
990	0.6586292514
991	0.658596177
992	0.6585542673
993	0.6585307266
994	0.6584995209
995	0.6584729119
996	0.6584528255
997	0.6584179248
998	0.6583550441
999	0.6583255085
